DES,HBA,HBD,T(K),P(kPa),w(H2O)%,experimental(g/g),DES_ratio
1:1,[Emim]Cl,DCDA,313.2,2.5,0.37,0.0461232,1.0
1:1,[Emim]Cl,DCDA,313.2,8.2,0.37,0.1114644,1.0
1:1,[Emim]Cl,DCDA,313.2,14.3,0.37,0.1627124,1.0
1:1,[Emim]Cl,DCDA,313.2,20.1,0.37,0.2158822,1.0
1:1,[Emim]Cl,DCDA,313.2,29.6,0.37,0.2869888,1.0
1:1,[Emim]Cl,DCDA,313.2,46.7,0.37,0.3824382,1.0
1:1,[Emim]Cl,DCDA,313.2,63.0,0.37,0.451623,1.0
1:1,[Emim]Cl,DCDA,313.2,82.1,0.37,0.5201672,1.0
1:1,[Emim]Cl,DCDA,313.2,102.8,0.37,0.5823054,1.0
1.5:1,[Emim]Cl,DCDA,313.2,1.6,0.45,0.0403578,1.5
1.5:1,[Emim]Cl,DCDA,313.2,4.8,0.45,0.108902,1.5
1.5:1,[Emim]Cl,DCDA,313.2,9.6,0.45,0.1703996,1.5
1.5:1,[Emim]Cl,DCDA,313.2,19.3,0.45,0.249834,1.5
1.5:1,[Emim]Cl,DCDA,313.2,31.6,0.45,0.323503,1.5
1.5:1,[Emim]Cl,DCDA,313.2,45.3,0.45,0.4054998,1.5
1.5:1,[Emim]Cl,DCDA,313.2,66.4,0.45,0.5067146,1.5
1.5:1,[Emim]Cl,DCDA,313.2,86.3,0.45,0.595758,1.5
1.5:1,[Emim]Cl,DCDA,313.2,102.0,0.45,0.650209,1.5
2:1,[Emim]Cl,DCDA,313.2,2.3,0.58,0.0819968,2.0
2:1,[Emim]Cl,DCDA,313.2,5.6,0.58,0.150541,2.0
2:1,[Emim]Cl,DCDA,313.2,10.2,0.58,0.2120386,2.0
2:1,[Emim]Cl,DCDA,313.2,16.4,0.58,0.2716144,2.0
2:1,[Emim]Cl,DCDA,313.2,26.8,0.58,0.3484864,2.0
2:1,[Emim]Cl,DCDA,313.2,51.2,0.58,0.4663568,2.0
2:1,[Emim]Cl,DCDA,313.2,73.4,0.58,0.5579626,2.0
2:1,[Emim]Cl,DCDA,313.2,102.4,0.58,0.6848014,2.0
3:1,[Emim]Cl,DCDA,313.2,1.7,0.56,0.0711066,3.0
3:1,[Emim]Cl,DCDA,313.2,4.3,0.56,0.1460568,3.0
3:1,[Emim]Cl,DCDA,313.2,8.1,0.56,0.2197258,3.0
3:1,[Emim]Cl,DCDA,313.2,13.7,0.56,0.2921136,3.0
3:1,[Emim]Cl,DCDA,313.2,20.8,0.56,0.3472052,3.0
3:1,[Emim]Cl,DCDA,313.2,34.0,0.56,0.4343268,3.0
3:1,[Emim]Cl,DCDA,313.2,50.3,0.56,0.5182454,3.0
3:1,[Emim]Cl,DCDA,313.2,73.3,0.56,0.6156166,3.0
3:1,[Emim]Cl,DCDA,313.2,102.3,0.56,0.7264404,3.0
3:1,[Emim]Cl,DCDA,298.2,0.6,0.56,0.080075,3.0
3:1,[Emim]Cl,DCDA,298.2,1.7,0.56,0.156947,3.0
3:1,[Emim]Cl,DCDA,298.2,4.8,0.56,0.272255,3.0
3:1,[Emim]Cl,DCDA,298.2,10.3,0.56,0.3785946,3.0
3:1,[Emim]Cl,DCDA,298.2,19.2,0.56,0.4874966,3.0
3:1,[Emim]Cl,DCDA,298.2,35.9,0.56,0.6265068,3.0
3:1,[Emim]Cl,DCDA,298.2,52.4,0.56,0.7565486,3.0
3:1,[Emim]Cl,DCDA,298.2,76.9,0.56,0.9077302,3.0
3:1,[Emim]Cl,DCDA,298.2,104.7,0.56,1.0621148,3.0
3:1,[Emim]Cl,DCDA,333.2,1.3,0.56,0.0454826,3.0
3:1,[Emim]Cl,DCDA,333.2,4.3,0.56,0.1172298,3.0
3:1,[Emim]Cl,DCDA,333.2,9.9,0.56,0.19218,3.0
3:1,[Emim]Cl,DCDA,333.2,29.0,0.56,0.3177376,3.0
3:1,[Emim]Cl,DCDA,333.2,51.7,0.56,0.409984,3.0
3:1,[Emim]Cl,DCDA,333.2,86.2,0.56,0.5105582,3.0
3:1,[Emim]Cl,DCDA,333.2,104.6,0.56,0.5483536,3.0
3:1,[Emim]Cl,DCDA,353.2,2.2,0.56,0.0403578,3.0
3:1,[Emim]Cl,DCDA,353.2,7.5,0.56,0.092887,3.0
3:1,[Emim]Cl,DCDA,353.2,13.6,0.56,0.137729,3.0
3:1,[Emim]Cl,DCDA,353.2,25.6,0.56,0.2005078,3.0
3:1,[Emim]Cl,DCDA,353.2,43.8,0.56,0.262646,3.0
3:1,[Emim]Cl,DCDA,353.2,67.4,0.56,0.3203,3.0
3:1,[Emim]Cl,DCDA,353.2,102.1,0.56,0.3882036,3.0
1:2,[N4444]Cl,Im,293.2,101.3,0.0167,0.96,0.5
1:2,[N4444]Cl,Ben-Im,293.2,101.3,0.0345,0.82,0.5
1:2,[N4444]Cl,Pyr,293.2,101.3,0.008,0.71,0.5
1:2,[N4444]Cl,Tetz,293.2,101.3,0.0278,0.46,0.5
1:2,[N4444]Cl,4-Mim,293.2,101.3,0.0101,1.04,0.5
1:2,[P4444]Cl,4-Mim,293.2,101.3,0.0149,1.04,0.5
1:2,[Bmim]Cl,Im,293.2,101.3,0.0147,1.24,0.5
1:2,[Bmim]Cl,4-Mim,293.2,101.3,0.0421,1.42,0.5
2:1,[Bmim]Cl,Im,293.2,101.3,0.033,1.32,2.0
1:1,[Bmim]Cl,Im,293.2,101.3,0.238,1.29,1.0
1:1,[Bmim]Cl,4-Mim,293.2,101.3,0.0571,1.31,1.0
1:2,[Bmim]Cl,4-Mim,323.2,101.3,0.0421,0.78,0.5
2:1,[Bmim]Cl,Im,308.2,101.3,0.033,1.02,2.0
2:1,[Bmim]Cl,Im,323.2,101.3,0.033,0.88,2.0
2:1,[Bmim]Cl,Im,293.2,91.17,0.033,1.21,2.0
2:1,[Bmim]Cl,Im,293.2,90.0,0.033,1.2,2.0
2:1,[Bmim]Cl,Im,293.2,81.04,0.033,1.13,2.0
2:1,[Bmim]Cl,Im,293.2,70.91,0.033,1.03,2.0
2:1,[Bmim]Cl,Im,293.2,55.72,0.033,0.92,2.0
2:1,[Bmim]Cl,Im,293.2,45.59,0.033,0.86,2.0
2:1,[Bmim]Cl,Im,293.2,25.33,0.033,0.73,2.0
2:1,[Bmim]Cl,Im,293.2,20.26,0.033,0.71,2.0
2:1,[Bmim]Cl,Im,293.2,15.2,0.033,0.62,2.0
2:1,[Bmim]Cl,Im,293.2,10.13,0.033,0.53,2.0
2:1,[Bmim]Cl,Im,293.2,5.065,0.033,0.4,2.0
1:2,[Bmim]Cl,4-Mim,293.2,91.17,0.0421,1.36,0.5
1:2,[Bmim]Cl,4-Mim,293.2,75.98,0.0421,1.22,0.5
1:2,[Bmim]Cl,4-Mim,293.2,50.0,0.0421,1.01,0.5
1:2,[Bmim]Cl,4-Mim,293.2,27.0,0.0421,0.81,0.5
1:2,[Bmim]Cl,4-Mim,293.2,20.0,0.0421,0.69,0.5
1:2,[Bmim]Cl,4-Mim,293.2,10.13,0.0421,0.61,0.5
1:2,[Bmim]Cl,4-Mim,293.2,9.0,0.0421,0.55,0.5
1:2,[Bmim]Cl,4-Mim,293.2,5.07,0.0421,0.42,0.5
1:2,[Bmim]Cl,4-Mim,293.2,4.0,0.0421,0.38,0.5
1:1,[Emim]Cl,NFM,293.15,1.0,0.18,0.22,1.0
1:1,[Emim]Cl,NFM,293.15,0.5,0.18,0.195,1.0
1:1,[Emim]Cl,NFM,293.15,0.2,0.18,0.135,1.0
1:1,[Emim]Cl,NFM,313.15,1.0,0.18,0.161,1.0
1:1,[Emim]Cl,[Epy]Br,293.15,101.3,0.0,1.28,1.0
2:1,[Emim]Cl,[Epy]Br,293.15,101.3,0.0,1.33,2.0
3:1,[Emim]Cl,[Epy]Br,293.15,101.3,0.0,1.39,3.0
3:1,[Emim]Cl,[Epy]Br,303.15,101.3,0.0,1.128,3.0
3:1,[Emim]Cl,[Epy]Br,313.15,101.3,0.0,0.976,3.0
3:1,[Emim]Cl,[Epy]Br,323.15,101.3,0.0,0.827,3.0
3:1,[Emim]Cl,[Epy]Br,333.15,101.3,0.0,0.762,3.0
3:1,[Emim]Cl,[Epy]Br,343.15,101.3,0.0,0.664,3.0
3:1,[Emim]Cl,[Epy]Br,353.15,101.3,0.0,0.613,3.0
3:1,[Emim]Cl,[Epy]Br,293.15,10.13,0.0,0.698,3.0
3:1,[Emim]Cl,[Epy]Br,293.15,20.26,0.0,0.842,3.0
3:1,[Emim]Cl,[Epy]Br,293.15,40.52,0.0,1.033,3.0
3:1,[Emim]Cl,[Epy]Br,293.15,60.72,0.0,1.154,3.0
3:1,[Emim]Cl,[Epy]Br,293.15,81.04,0.0,1.284,3.0
2:1,[Emim]Cl,[Epy]Br,303.15,101.3,0.0,1.092,2.0
2:1,[Emim]Cl,[Epy]Br,313.15,101.3,0.0,0.933,2.0
2:1,[Emim]Cl,[Epy]Br,323.15,101.3,0.0,0.808,2.0
2:1,[Emim]Cl,[Epy]Br,333.15,101.3,0.0,0.719,2.0
2:1,[Emim]Cl,[Epy]Br,343.15,101.3,0.0,0.653,2.0
2:1,[Emim]Cl,[Epy]Br,353.15,101.3,0.0,0.593,2.0
2:1,[Emim]Cl,[Epy]Br,293.15,10.13,0.0,0.668,2.0
2:1,[Emim]Cl,[Epy]Br,293.15,20.26,0.0,0.792,2.0
2:1,[Emim]Cl,[Epy]Br,293.15,40.52,0.0,0.987,2.0
2:1,[Emim]Cl,[Epy]Br,293.15,60.72,0.0,1.119,2.0
2:1,[Emim]Cl,[Epy]Br,293.15,81.04,0.0,1.225,2.0
1:1,[Emim]Cl,[Epy]Br,303.15,101.3,0.0,1.029,1.0
1:1,[Emim]Cl,[Epy]Br,313.15,101.3,0.0,0.902,1.0
1:1,[Emim]Cl,[Epy]Br,323.15,101.3,0.0,0.763,1.0
1:1,[Emim]Cl,[Epy]Br,333.15,101.3,0.0,0.701,1.0
1:1,[Emim]Cl,[Epy]Br,343.15,101.3,0.0,0.621,1.0
1:1,[Emim]Cl,[Epy]Br,353.15,101.3,0.0,0.547,1.0
1:1,[Emim]Cl,[Epy]Br,293.15,10.13,0.0,0.626,1.0
1:1,[Emim]Cl,[Epy]Br,293.15,20.26,0.0,0.756,1.0
1:1,[Emim]Cl,[Epy]Br,293.15,40.52,0.0,0.922,1.0
1:1,[Emim]Cl,[Epy]Br,293.15,60.72,0.0,1.058,1.0
1:1,[Emim]Cl,[Epy]Br,293.15,81.04,0.0,1.188,1.0
1:1,[Emim]Cl,[Epy]Br,293.15,101.3,0.1,1.218,1.0
2:1,[Emim]Cl,[Epy]Br,293.15,101.3,0.1,1.244,2.0
3:1,[Emim]Cl,[Epy]Br,293.15,101.3,0.1,1.314,3.0
1:0.5,[Emim]Cl,Im,313.2,0.6,0.47,0.2037108,2.0
1:0.5,[Emim]Cl,Im,313.2,2.0,0.47,0.3068474,2.0
1:0.5,[Emim]Cl,Im,313.2,4.7,0.47,0.3965314,2.0
1:0.5,[Emim]Cl,Im,313.2,10.3,0.47,0.4939026,2.0
1:0.5,[Emim]Cl,Im,313.2,17.2,0.47,0.573337,2.0
1:0.5,[Emim]Cl,Im,313.2,27.5,0.47,0.6578962,2.0
1:0.5,[Emim]Cl,Im,313.2,42.4,0.47,0.7482208,2.0
1:0.5,[Emim]Cl,Im,313.2,59.0,0.47,0.83278,2.0
1:0.5,[Emim]Cl,Im,313.2,79.7,0.47,0.9186204,2.0
1:0.5,[Emim]Cl,Im,313.2,103.8,0.47,1.0102262,2.0
1:1,[Emim]Cl,Im,313.2,1.8,0.56,0.1812898,1.0
1:1,[Emim]Cl,Im,313.2,3.9,0.56,0.2728956,1.0
1:1,[Emim]Cl,Im,313.2,8.4,0.56,0.377954,1.0
1:1,[Emim]Cl,Im,313.2,16.0,0.56,0.4766064,1.0
1:1,[Emim]Cl,Im,313.2,21.4,0.56,0.528495,1.0
1:1,[Emim]Cl,Im,313.2,28.4,0.56,0.5823054,1.0
1:1,[Emim]Cl,Im,313.2,41.8,0.56,0.6649428,1.0
1:1,[Emim]Cl,Im,313.2,52.8,0.56,0.727081,1.0
1:1,[Emim]Cl,Im,313.2,69.7,0.56,0.803953,1.0
1:1,[Emim]Cl,Im,313.2,83.0,0.56,0.8609664,1.0
1:1,[Emim]Cl,Im,313.2,102.3,0.56,0.9365572,1.0
1:2,[Emim]Cl,Im,313.2,1.6,0.54,0.1172298,0.5
1:2,[Emim]Cl,Im,313.2,3.7,0.54,0.1934612,0.5
1:2,[Emim]Cl,Im,313.2,7.0,0.54,0.2760986,0.5
1:2,[Emim]Cl,Im,313.2,11.7,0.54,0.3472052,0.5
1:2,[Emim]Cl,Im,313.2,18.2,0.54,0.419593,0.5
1:2,[Emim]Cl,Im,313.2,26.2,0.54,0.486856,0.5
1:2,[Emim]Cl,Im,313.2,34.4,0.54,0.5489942,0.5
1:2,[Emim]Cl,Im,313.2,45.3,0.54,0.6104918,0.5
1:2,[Emim]Cl,Im,313.2,56.8,0.54,0.6700676,0.5
1:2,[Emim]Cl,Im,313.2,69.7,0.54,0.7296434,0.5
1:2,[Emim]Cl,Im,313.2,84.7,0.54,0.7917816,0.5
1:2,[Emim]Cl,Im,313.2,104.6,0.54,0.8705754,0.5
1:3,[Emim]Cl,Im,313.2,2.6,0.44,0.1274794,0.3333333333333333
1:3,[Emim]Cl,Im,313.2,5.0,0.44,0.1864146,0.3333333333333333
1:3,[Emim]Cl,Im,313.2,8.6,0.44,0.2504746,0.3333333333333333
1:3,[Emim]Cl,Im,313.2,13.6,0.44,0.326706,0.3333333333333333
1:3,[Emim]Cl,Im,313.2,20.8,0.44,0.3933284,0.3333333333333333
1:3,[Emim]Cl,Im,313.2,28.5,0.44,0.4541854,0.3333333333333333
1:3,[Emim]Cl,Im,313.2,36.2,0.44,0.5099176,0.3333333333333333
1:3,[Emim]Cl,Im,313.2,44.9,0.44,0.5611656,0.3333333333333333
1:3,[Emim]Cl,Im,313.2,56.0,0.44,0.618179,0.3333333333333333
1:3,[Emim]Cl,Im,313.2,70.1,0.44,0.6803172,0.3333333333333333
1:3,[Emim]Cl,Im,313.2,84.0,0.44,0.7347682,0.3333333333333333
1:3,[Emim]Cl,Im,313.2,98.7,0.44,0.7866568,0.3333333333333333
1:0.5,[Emim]Cl,Im,298.2,0.4,0.47,0.2133198,2.0
1:0.5,[Emim]Cl,Im,298.2,1.2,0.47,0.3311902,2.0
1:0.5,[Emim]Cl,Im,298.2,3.2,0.47,0.4272802,2.0
1:0.5,[Emim]Cl,Im,298.2,7.4,0.47,0.5457912,2.0
1:0.5,[Emim]Cl,Im,298.2,14.2,0.47,0.653412,2.0
1:0.5,[Emim]Cl,Im,298.2,23.3,0.47,0.7507832,2.0
1:0.5,[Emim]Cl,Im,298.2,34.2,0.47,0.842389,2.0
1:0.5,[Emim]Cl,Im,298.2,45.0,0.47,0.9237452,2.0
1:0.5,[Emim]Cl,Im,298.2,59.0,0.47,0.996133,2.0
1:0.5,[Emim]Cl,Im,298.2,75.0,0.47,1.082614,2.0
1:0.5,[Emim]Cl,Im,298.2,86.0,0.47,1.143471,2.0
1:0.5,[Emim]Cl,Im,298.2,104.0,0.47,1.2389204,2.0
1:0.5,[Emim]Cl,Im,333.2,2.1,0.47,0.1883364,2.0
1:0.5,[Emim]Cl,Im,333.2,3.9,0.47,0.249834,2.0
1:0.5,[Emim]Cl,Im,333.2,7.8,0.47,0.3260654,2.0
1:0.5,[Emim]Cl,Im,333.2,13.6,0.47,0.3933284,2.0
1:0.5,[Emim]Cl,Im,333.2,22.6,0.47,0.461232,2.0
1:0.5,[Emim]Cl,Im,333.2,32.7,0.47,0.5182454,2.0
1:0.5,[Emim]Cl,Im,333.2,49.4,0.47,0.5906332,2.0
1:0.5,[Emim]Cl,Im,333.2,66.7,0.47,0.6508496,2.0
1:0.5,[Emim]Cl,Im,333.2,84.5,0.47,0.70466,2.0
1:0.5,[Emim]Cl,Im,333.2,102.1,0.47,0.7533456,2.0
1:0.5,[Emim]Cl,Im,353.2,1.6,0.47,0.099293,2.0
1:0.5,[Emim]Cl,Im,353.2,3.9,0.47,0.1652748,2.0
1:0.5,[Emim]Cl,Im,353.2,8.2,0.47,0.2383032,2.0
1:0.5,[Emim]Cl,Im,353.2,13.8,0.47,0.2953166,2.0
1:0.5,[Emim]Cl,Im,353.2,21.0,0.47,0.3472052,2.0
1:0.5,[Emim]Cl,Im,353.2,29.8,0.47,0.393969,2.0
1:0.5,[Emim]Cl,Im,353.2,43.3,0.47,0.4464982,2.0
1:0.5,[Emim]Cl,Im,353.2,49.8,0.47,0.4714816,2.0
1:0.5,[Emim]Cl,Im,353.2,65.1,0.47,0.5150424,2.0
1:0.5,[Emim]Cl,Im,353.2,82.0,0.47,0.5554002,2.0
1:0.5,[Emim]Cl,Im,353.2,100.4,0.47,0.595758,2.0
1:2,[Ch]Cl,EG,303.0,101.3,0.5,0.546462693,0.5
1:2,[Ch]Cl,EG,313.0,101.3,0.5,0.398310585,0.5
1:2,[Ch]Cl,EG,323.0,101.3,0.5,0.313305278,0.5
1:2,[Ch]Cl,EG,333.0,101.3,0.5,0.238014862,0.5
1:1,[Ch]Cl,MA,293.0,101.3,0.5,0.494225213,1.0
1:1,[Ch]Cl,MA,303.0,101.3,0.5,0.368040053,1.0
1:1,[Ch]Cl,MA,313.0,101.3,0.5,0.276030039,1.0
1:1,[Ch]Cl,MA,323.0,101.3,0.5,0.210308601,1.0
1:1,[Ch]Cl,MA,333.0,101.3,0.5,0.168246881,1.0
1:2,[Ch]Cl,Urea,293.0,101.3,0.5,0.34780362,0.5
1:2,[Ch]Cl,Urea,303.0,101.3,0.5,0.387270697,0.5
1:2,[Ch]Cl,Urea,313.0,101.3,0.5,0.288603003,0.5
1:2,[Ch]Cl,Urea,323.0,101.3,0.5,0.22200231,0.5
1:2,[Ch]Cl,Urea,333.0,101.3,0.5,0.170201771,0.5
1:1,[Ch]Cl,Thiourea,293.0,101.3,0.5,0.878917215,1.0
1:1,[Ch]Cl,Thiourea,303.0,101.3,0.5,0.703727635,1.0
1:1,[Ch]Cl,Thiourea,313.0,101.3,0.5,0.561200519,1.0
1:1,[Ch]Cl,Thiourea,323.0,101.3,0.5,0.454305182,1.0
1:1,[Ch]Cl,Thiourea,333.0,101.3,0.5,0.391949569,1.0
1:2,[Ch]Cl,EG,303.0,20.26,0.5,0.157867,0.5
1:2,[Ch]Cl,EG,303.0,40.52,0.5,0.242872308,0.5
1:2,[Ch]Cl,EG,303.0,60.78,0.5,0.325448893,0.5
1:2,[Ch]Cl,EG,303.0,81.04,0.5,0.425026539,0.5
1:1,[Ch]Cl,MA,303.0,20.26,0.5,0.073608011,1.0
1:1,[Ch]Cl,MA,303.0,40.52,0.5,0.141958306,1.0
1:1,[Ch]Cl,MA,303.0,60.78,0.5,0.220824032,1.0
1:1,[Ch]Cl,MA,303.0,81.04,0.5,0.286545469,1.0
1:2,[Ch]Cl,Urea,303.0,40.52,0.5,0.241735849,0.5
1:2,[Ch]Cl,Urea,303.0,60.78,0.5,0.313269927,0.5
1:2,[Ch]Cl,Urea,303.0,81.04,0.5,0.37987062,0.5
1:1,[Ch]Cl,Thiourea,303.0,20.26,0.5,0.089079447,1.0
1:1,[Ch]Cl,Thiourea,303.0,40.52,0.5,0.216759989,1.0
1:1,[Ch]Cl,Thiourea,303.0,60.78,0.5,0.430550663,1.0
1:1,[Ch]Cl,Thiourea,303.0,81.04,0.5,0.558231204,1.0
1:1.5,ACC,Im,303.15,10.0,0.15,0.356,0.6666666666666666
1:2,ACC,Im,303.15,10.0,0.15,0.381,0.5
1:3,ACC,Im,303.15,10.0,0.15,0.383,0.3333333333333333
1:1,ACC,Triz,303.15,10.0,0.15,0.227,1.0
1:2,ACC,Im,303.15,100.0,0.15,0.989,0.5
1:2,ACC,Im,313.15,10.0,0.15,0.318,0.5
1:2,ACC,Im,323.15,10.0,0.15,0.25,0.5
1:2,ACC,Im,333.15,10.0,0.15,0.212,0.5
1:2,ACC,Im,343.15,10.0,0.15,0.162,0.5
1:2,ACC,Im,353.15,10.0,0.15,0.13,0.5
1:1,ACC,Triz,313.5,10.0,0.15,0.185,1.0
1:1,ACC,Triz,323.5,10.0,0.15,0.139,1.0
1:1,ACC,Triz,333.5,10.0,0.15,0.102,1.0
1:1,ACC,Triz,343.5,10.0,0.15,0.079,1.0
1:1,ACC,Triz,353.5,10.0,0.15,0.06,1.0
1:2,ACC,Im,303.15,20.0,0.15,0.52,0.5
1:2,ACC,Im,303.15,40.0,0.15,0.63,0.5
1:2,ACC,Im,303.15,60.0,0.15,0.739,0.5
1:2,ACC,Im,303.15,80.0,0.15,0.86,0.5
1:1,ACC,Triz,303.15,20.0,0.15,0.36,1.0
1:1,ACC,Triz,303.15,40.0,0.15,0.49,1.0
1:1,ACC,Triz,303.15,60.0,0.15,0.59,1.0
1:1,ACC,Triz,303.15,80.0,0.15,0.68,1.0
1:1,ACC,Triz,303.15,100.0,0.15,0.765,1.0
2:1,[Emim]Cl,EG,293.15,101.3,0.0,1.15,2.0
2:1,[Emim]Cl,EG,303.15,101.3,0.0,0.94,2.0
2:1,[Emim]Cl,EG,313.15,101.3,0.0,0.79,2.0
2:1,[Emim]Cl,EG,323.15,101.3,0.0,0.69,2.0
2:1,[Emim]Cl,EG,333.15,101.3,0.0,0.6,2.0
1:1,[Emim]Cl,EG,293.15,101.3,0.0,1.04,1.0
1:1,[Emim]Cl,EG,303.15,101.3,0.0,0.79,1.0
1:1,[Emim]Cl,EG,313.15,101.3,0.0,0.66,1.0
1:1,[Emim]Cl,EG,323.15,101.3,0.0,0.54,1.0
1:1,[Emim]Cl,EG,333.15,101.3,0.0,0.48,1.0
1:2,[Emim]Cl,EG,293.15,101.3,0.0,0.8,0.5
1:2,[Emim]Cl,EG,303.15,101.3,0.0,0.62,0.5
1:2,[Emim]Cl,EG,313.15,101.3,0.0,0.52,0.5
1:2,[Emim]Cl,EG,323.15,101.3,0.0,0.41,0.5
1:2,[Emim]Cl,EG,333.15,101.3,0.0,0.34,0.5
2:1,[Emim]Cl,EG,293.15,10.13,0.0,0.42,2.0
2:1,[Emim]Cl,EG,293.15,20.26,0.0,0.62,2.0
2:1,[Emim]Cl,EG,293.15,40.52,0.0,0.79,2.0
2:1,[Emim]Cl,EG,293.15,60.78,0.0,0.98,2.0
2:1,[Emim]Cl,EG,293.15,81.04,0.0,1.09,2.0
2:1,[Emim]Cl,EG,293.15,101.3,0.0,1.15,2.0
1:1,[Emim]Cl,EG,293.15,10.13,0.0,0.31,1.0
1:1,[Emim]Cl,EG,293.15,20.26,0.0,0.49,1.0
1:1,[Emim]Cl,EG,293.15,40.52,0.0,0.66,1.0
1:1,[Emim]Cl,EG,293.15,60.78,0.0,0.81,1.0
1:1,[Emim]Cl,EG,293.15,81.04,0.0,0.93,1.0
1:1,[Emim]Cl,EG,293.15,101.3,0.0,1.03,1.0
1:2,[Emim]Cl,EG,293.15,10.13,0.0,0.22,0.5
1:2,[Emim]Cl,EG,293.15,20.26,0.0,0.35,0.5
1:2,[Emim]Cl,EG,293.15,40.52,0.0,0.51,0.5
1:2,[Emim]Cl,EG,293.15,60.78,0.0,0.63,0.5
1:2,[Emim]Cl,EG,293.15,81.04,0.0,0.72,0.5
1:2,[Emim]Cl,EG,293.15,101.3,0.0,0.82,0.5
1:1,[Emim]Cl,IMD,293.15,101.3,0.0,1.14,1.0
1:1,[Bmim]Cl,IMD,293.15,101.3,0.1216,1.07,1.0
1:1,[Bmim]Br,IMD,293.15,101.3,0.1148,0.91,1.0
1:1,[N4444]Cl,IMD,293.15,101.3,0.1342,0.81,1.0
1:1,[P4444]Cl,IMD,293.15,101.3,0.1533,0.805,1.0
1:1,[Emim]Cl,DMU,293.15,101.3,0.1176,1.14,1.0
1:1,[Bmim]Cl,DMU,293.15,101.3,0.1154,1.06,1.0
1:1,[Bmim]Br,DMU,293.15,101.3,0.1096,0.92,1.0
1:1,[N4444]Cl,DMU,293.15,101.3,0.1396,0.83,1.0
1:1,[P4444]Cl,DMU,293.15,101.3,0.1624,0.824,1.0
2:1,[Bmim]Cl,DMU,293.15,101.3,0.1121,1.14,2.0
1:2,[Bmim]Cl,DMU,293.15,101.3,0.1323,0.95,0.5
1:2,[Bmim]Cl,IMD,293.15,101.3,0.1351,1.18,0.5
1:2,[Bmim]Cl,IMD,303.15,101.3,0.1351,0.95,0.5
1:2,[Bmim]Cl,IMD,313.15,101.3,0.1351,0.83,0.5
1:2,[Bmim]Cl,IMD,323.15,101.3,0.1351,0.68,0.5
1:2,[Bmim]Cl,IMD,333.15,101.3,0.1351,0.59,0.5
1:2,[Bmim]Cl,DMU,303.15,101.3,0.1323,0.93,0.5
1:2,[Bmim]Cl,DMU,313.15,101.3,0.1323,0.81,0.5
1:2,[Bmim]Cl,DMU,323.15,101.3,0.1323,0.68,0.5
1:2,[Bmim]Cl,DMU,333.15,101.3,0.1323,0.59,0.5
1:2,[Bmim]Cl,IMD,293.15,2.026,0.1351,0.25,0.5
1:2,[Bmim]Cl,IMD,293.15,10.13,0.1351,0.42,0.5
1:2,[Bmim]Cl,IMD,293.15,25.325,0.1351,0.58,0.5
1:2,[Bmim]Cl,IMD,293.15,50.65,0.1351,0.79,0.5
1:2,[Bmim]Cl,DMU,293.15,2.026,0.1323,0.26,0.5
1:2,[Bmim]Cl,DMU,293.15,10.13,0.1323,0.42,0.5
1:2,[Bmim]Cl,DMU,293.15,25.325,0.1323,0.57,0.5
1:2,[Bmim]Cl,DMU,293.15,50.65,0.1323,0.79,0.5
1:1,[Emim]Cl,SN,293.15,101.3,0.0,1.13,1.0
1:2,[Emim]Cl,SN,293.15,101.3,0.0,0.96,0.5
1:1,[Emim]Cl,EG,293.15,101.3,0.0,1.03,1.0
2:1,[Emim]Cl,EG,293.15,101.3,0.0,1.15,2.0
1:1,[Emim]Cl,SN,298.15,101.3,0.0,1.02,1.0
1:1,[Emim]Cl,SN,303.15,101.3,0.0,0.91,1.0
1:1,[Emim]Cl,SN,313.15,101.3,0.0,0.78,1.0
1:4,[PPZ]Br,Gly,293.15,1.0,0.1,0.103337887,0.25
1:4,[PPZ]Br,Gly,293.15,10.0,0.1,0.155006831,0.25
1:4,[PPZ]Br,Gly,293.15,20.0,0.1,0.179259601,0.25
1:4,[PPZ]Br,Gly,293.15,40.0,0.1,0.26361706,0.25
1:4,[PPZ]Br,Gly,293.15,60.0,0.1,0.305795789,0.25
1:4,[PPZ]Br,Gly,293.15,80.0,0.1,0.369063884,0.25
1:4,[PPZ]Br,Gly,293.15,100.0,0.1,0.418623891,0.25
1:5,[PPZ]Br,Gly,293.15,1.0,0.1,0.087903945,0.2
1:5,[PPZ]Br,Gly,293.15,10.0,0.1,0.130940252,0.2
1:5,[PPZ]Br,Gly,293.15,20.0,0.1,0.152000572,0.2
1:5,[PPZ]Br,Gly,293.15,40.0,0.1,0.230747856,0.2
1:5,[PPZ]Br,Gly,293.15,60.0,0.1,0.274699828,0.2
1:5,[PPZ]Br,Gly,293.15,80.0,0.1,0.338796455,0.2
1:5,[PPZ]Br,Gly,293.15,100.0,0.1,0.375423099,0.2
1:6,[PPZ]Br,Gly,293.15,1.0,0.1,0.080106355,0.16666666666666666
1:6,[PPZ]Br,Gly,293.15,10.0,0.1,0.12541904,0.16666666666666666
1:6,[PPZ]Br,Gly,293.15,20.0,0.1,0.141602142,0.16666666666666666
1:6,[PPZ]Br,Gly,293.15,40.0,0.1,0.20471624,0.16666666666666666
1:6,[PPZ]Br,Gly,293.15,60.0,0.1,0.24274653,0.16666666666666666
1:6,[PPZ]Br,Gly,293.15,80.0,0.1,0.307478937,0.16666666666666666
